supplierId,supplierName,supplierEmail,supplierSharePrice
26208,Anthony Flowers,brian48@example.com,7897.46
48643,Dr. Christopher Mendoza,anthonymcdonald@example.com,7253.71
6636,Bradley Winters,mitchellrebecca@example.net,4686.89
40556,Jeremy Rivera,andreanichols@example.org,3190.62
20529,Adam Lee,cynthia65@example.net,4964.81
49701,Mrs. Theresa Peck DVM,travis53@example.org,7424.52
21725,Kevin Rubio,justin64@example.com,8101.22
26824,Tommy Lewis,elliottmichelle@example.net,5565.04
4953,Brian Wright,caseytrevor@example.org,3887.2
39031,Ricky Thompson,thompsonjulie@example.net,5230.07
23307,Daniel Gutierrez,beasleykimberly@example.net,3507.18
4813,Tonya Hansen,christopher04@example.com,4504.45
26364,Alicia Allen,tara83@example.com,3799.5
39676,Kevin Anderson,erikhall@example.net,593.05
35263,Jacob Eaton,cookkathryn@example.net,3493.19
32200,Selena Garcia,lindsay74@example.com,7471.14
34912,Nicole Reyes,hknight@example.com,6205.31
11914,Earl Cohen,breannaroy@example.org,888.11
40205,Justin Pugh,richardkane@example.net,1565.68
23501,Amy Gonzales,ian58@example.com,3068.63
10240,Christopher Zamora,samuellawrence@example.net,5998.32
22675,Robert Burnett,yangdouglas@example.org,3381.85
13848,Tina Watson,jennifer82@example.com,4813.67
36661,Raymond Gibson,lsnyder@example.org,6331.81
39023,Cynthia Stephens,nicholasstone@example.org,3658.93
8876,James Freeman,xavier49@example.net,9632.54
37612,Derek Calderon,nbentley@example.net,5055.52
11142,Jonathan Hanson,laurie09@example.org,8463.12
9041,Lisa Ortiz,wnelson@example.org,8549.38
43795,Bradley Douglas,pachecobrittany@example.com,8749.58
46302,Tammy Parks MD,rsmith@example.com,1072.57
32144,Darren Mcbride,curtisdiane@example.com,3125.94
2654,Veronica Good,thomasdiana@example.org,6687.63
47543,Robin Lopez,imunoz@example.org,3675.11
23678,Melissa Martinez,hannah09@example.org,758.43
5086,Dana Johnson,kelly20@example.com,1409.0
35990,Maria Harris,amandabrooks@example.net,4402.35
29591,Breanna Thomas,watsoncrystal@example.org,5963.42
32427,Theodore Lowe,jandersen@example.com,6982.38
2992,James Blevins,teresa46@example.com,6018.64
49279,Taylor Smith,tanya89@example.net,3005.72
32101,Tyler Patel,thomascervantes@example.com,9024.87
