supplierId,supplierName,supplierEmail,supplierSharePrice
36933,Tina Johnson,bturner@example.org,9968.95
35887,Raymond Hubbard,ydennis@example.net,4207.05
39735,Todd Clark,rhonda34@example.com,1611.81
6413,Patrick Estes,mccartybrady@example.org,9102.49
19748,William Kelley,ljohnson@example.net,4219.34
10345,Lauren Montgomery,laura31@example.com,3149.66
13153,Brandon Nunez,thomas77@example.org,4687.59
31378,Janet Coleman,ajacobs@example.net,8859.32
30075,Michael Holt,irogers@example.net,3204.16
45143,Robert Morales,kingjessica@example.org,2037.34
12146,Yesenia Cantu,kristinamiranda@example.org,8363.44
45071,Chris Jackson,diane91@example.org,7649.33
27374,George Price,iharrington@example.net,4218.28
29015,Taylor Richards,shepherdrobert@example.com,4392.81
22801,Brian Allen,kathrynmendoza@example.org,4261.5
1858,Rodney Wells,mwilson@example.com,1896.22
11129,Robert Tucker,merrittjames@example.com,3795.86
38968,James Gonzalez,carolhanson@example.org,9739.69
40914,Amber Williams,mcintoshjay@example.com,4312.07
39064,Laura Lambert,crosssharon@example.com,751.58
42235,Robert Booker,drodriguez@example.net,2135.36
13000,Benjamin Whitehead,brian58@example.com,686.87
23173,Brandon Coleman,emily31@example.net,7600.1
15805,Nicole Williams,williammcfarland@example.net,9104.99
37039,Patricia Ritter,nelsonjoseph@example.org,5641.19
40054,Troy Short,hsmith@example.com,7245.0
37957,Sandra Watts,doyledenise@example.net,1295.02
14685,Kelly Beltran,rosalesstephen@example.net,9197.3
24046,Penny Scott,whitebenjamin@example.com,4615.67
32012,Justin Cabrera,laura03@example.org,362.04
5814,Heather Webster,heather99@example.org,4258.41
28813,Tanya Snyder,smithjaime@example.com,6933.52
16763,Melissa Miller,robert04@example.org,8227.19
21437,Kathryn Jackson,claireross@example.org,4573.98
32683,Jose Hood,bbest@example.org,289.8
34424,Ralph Reed,pturner@example.com,4675.38
20933,Jeremy Wilkerson,leslie40@example.net,7463.24
14899,Marcus Griffin,tammy69@example.com,9133.33
46799,Jeremy Baldwin,rwright@example.net,3444.07
9901,Marcus Bailey,michael55@example.com,555.35
48276,Brad Hunt,bryantjames@example.com,2223.4
37914,Alyssa Phillips,jamie62@example.com,5463.45
30927,Jennifer Cabrera,yschwartz@example.com,2340.25
22483,Cynthia Brooks,myang@example.com,6136.11
29265,Evan Cantrell,shelley85@example.org,5437.96
13256,Lindsey Williams,tammie75@example.com,6806.47
20821,Cody Cooke,ivilla@example.com,3839.74
38597,Jessica Burnett,jessica65@example.net,6880.23
35702,Steven Swanson,fmaddox@example.com,6390.61
27253,Deanna White,danielsdawn@example.com,241.04
29882,Steven Nelson,wanda95@example.com,2571.33
4484,Ryan Lucas,rebecca28@example.org,3914.7
29769,Crystal Collins,jeffrey39@example.org,6589.94
42512,Mary Collins,timothyrobinson@example.org,9351.34
44373,Tara Jones,despinoza@example.org,3813.16
5592,James Miller,jmoore@example.com,8698.27
10136,Jonathan Leonard,fbrewer@example.net,7536.55
15250,Shannon Foster,lisa06@example.com,4370.7
36388,Todd Brooks,sandra42@example.org,1960.45
2120,Rita Anderson,lanevictoria@example.net,148.08
41267,Rose Bridges,clarsen@example.com,129.67
12498,Mrs. Lindsay Luna,xdean@example.org,671.27
11499,Laura Hammond MD,sergio68@example.org,5600.47
31814,Christopher Bradshaw,daniel25@example.net,9713.62
5556,Savannah Lawrence,amypearson@example.net,6344.43
9429,John Randall,ashley03@example.com,50.23
14074,Michelle Hamilton,brittany27@example.com,8711.12
15550,Debra Cobb,rholmes@example.net,7194.02
37017,Kendra Guerra,fhernandez@example.net,4106.72
13781,Holly Cohen,angela57@example.org,4089.73
33910,Daisy Fry,ushaffer@example.org,4905.82
39764,Karen Bradley,tara66@example.com,5335.67
31571,Heather Santana,owenspaul@example.net,4483.01
39524,Richard Christensen,daniel77@example.com,9881.65
48801,Joshua Sanders,elizabeth47@example.com,4622.87
41342,Melanie Stuart,wesleycampbell@example.net,2207.06
14700,Jennifer Garza,rholt@example.org,7472.28
41318,Thomas May,nelsonmarie@example.net,3915.09
10000,Jo Smith,nancy05@example.net,4367.39
46582,Kaitlyn Mcdonald,michelle59@example.org,6410.81
14637,Christian Williams,daniellerobinson@example.com,3432.33
32968,Michelle Hall,francochristopher@example.org,6068.03
30093,Tammy Tucker,payneheather@example.com,6739.66
15203,Maria Pacheco,michaelturner@example.org,81.6
7187,Christina Miller,tracy40@example.com,6803.35
37572,Robin Johnson,lutztodd@example.org,2827.27
7482,Veronica Beasley,brookeandrews@example.org,7636.97
26030,Steven Smith,pricekimberly@example.org,1821.98
9464,Jose West,toddandrews@example.com,4383.44
19802,Crystal Johnson,umeyer@example.com,781.59
12238,William Escobar DVM,kristen49@example.net,2860.11
35272,Robert Cochran,hhooper@example.net,8091.2
17283,Natalie Ponce DDS,hallthomas@example.net,263.87
43435,Robert Garcia III,carsonfrances@example.org,5463.91
24442,Nicole Price DVM,robertschristopher@example.net,2041.97
23153,Alexander Foster,tharris@example.net,8901.85
45224,Jack Kelly,hartkylie@example.org,783.34
19039,Christopher Parrish,ashley58@example.com,8672.85
46762,William Holt,agray@example.org,1039.98
21976,Max Perry,jacob66@example.org,9690.24
3672,Samantha Swanson,kevingordon@example.com,1262.91
44921,Caroline Spencer,fwilliams@example.org,7503.54
8540,Hannah Navarro MD,glen61@example.com,343.42
26239,Jonathan Rojas,james15@example.net,9635.5
36018,Elizabeth Thompson,angelacruz@example.com,7548.42
9728,James Jones,pbrown@example.net,5965.1
24142,Martin Watkins,esnyder@example.com,5141.56
24171,Jennifer Richmond,joanwagner@example.net,2708.44
3113,Crystal Lewis,jennanichols@example.net,3097.98
3475,Kristen Mccarthy,peter95@example.org,9931.8
1915,Christopher Bell,warrenlance@example.org,3381.85
17555,Victoria Hamilton,hendricksedgar@example.org,3614.16
42360,Alex Bennett,moralesstephen@example.org,261.22
21530,Jeremy Robinson,steven03@example.com,536.32
11463,Eric Reed,avilacourtney@example.net,9181.85
13608,Ariel Pratt,christina29@example.net,4764.79
10504,Lisa Walters,stevenwilliams@example.com,8912.85
8352,Krystal Hancock,lbrown@example.net,9497.34
9235,Teresa Lowe,cfletcher@example.org,9498.52
2194,Kimberly Simon,farmerjessica@example.net,1462.95
4373,Lori Chambers,russellkelly@example.org,5086.94
17898,Jason Johnson,dawnmorgan@example.net,9227.87
10744,Nicole Paul,rwatson@example.net,8557.43
32412,Mark Franco,crystalcook@example.org,3244.08
11008,Karen Dyer,sharon10@example.net,8420.45
45896,Michael Dean,lvalencia@example.com,1948.62
21666,Michael Henry,bassrandall@example.com,2938.28
4098,Aaron Lindsey,robertmartinez@example.net,7453.69
18054,Ryan Rich,ymoore@example.net,8569.5
