supplierId,supplierName,supplierEmail,supplierSharePrice
50801,Dwayne Tanner,amy18@example.org,9242.73
5245,Anthony Gates,michaelhendrix@example.net,6536.31
44791,Albert Russell,michaelclayton@example.net,5590.02
41809,Ann Butler,patricia01@example.com,5742.15
25012,Brianna Park,heather27@example.net,2581.08
48721,Gregory Hill,dawnwright@example.com,6268.81
40781,Mary Allen,alyssa41@example.org,2528.58
35200,Erica Jackson,dsawyer@example.com,6195.28
6944,Zachary Castillo,hjones@example.org,4436.02
30176,Sandra Moore,eanthony@example.com,3571.26
32599,Jeffrey Flores,youngelaine@example.org,2236.22
40352,Billy Greer,ashley70@example.org,7371.44
9190,Tricia Becker,hoodjustin@example.com,593.09
2711,Brandon Evans,erin32@example.net,9282.95
15302,Chase Jacobs,frobinson@example.org,8854.12
32294,Thomas Vargas,morganmcguire@example.com,3275.91
30709,Danielle Miller,nicholasparker@example.org,7658.39
24026,Elizabeth Roberts,christopher31@example.net,8879.49
13577,Tina Byrd,jharrington@example.net,9904.05
17989,Elizabeth Byrd,wmckenzie@example.org,9983.77
10249,Mark Freeman,mary13@example.org,3566.79
7639,Amanda Robinson,morgannicole@example.com,3589.81
15319,Michael Burgess,russocindy@example.com,8780.41
25214,Megan Thomas DVM,weaverrachel@example.com,8649.01
5175,Lori Campbell,garcialindsey@example.org,5263.62
14969,Amanda Anderson,amejia@example.org,3652.14
33064,Susan Warner,lsanchez@example.com,9389.86
47535,Tracy Bennett,ajames@example.net,5052.28
23143,Kristin Gross,shawn97@example.org,8245.78
35631,Julie Jordan,kendracarpenter@example.com,2211.7
45347,Brenda Davis,kjames@example.net,6092.36
29332,Carla Neal,michaelsolomon@example.net,630.05
49909,Megan Thomas,andrewaustin@example.com,2680.37
11445,Kristi Reese,lindafrank@example.net,8503.27
43627,Krystal Howard,elizabeth39@example.net,2810.78
2250,Erica Reynolds,ryan18@example.org,7351.02
7775,Eric Harris,adam90@example.org,6129.46
22538,Theresa Juarez,orodriguez@example.com,3133.94
5385,Amber Hobbs,martinadrienne@example.org,1579.91
34046,Eric Murphy,alee@example.com,3244.58
25532,Jennifer Carpenter,mark02@example.com,959.16
27161,Melissa Cannon,fisherlonnie@example.net,7434.03
12285,Christopher White,bennettmanuel@example.net,2180.65
12275,Brad Mccall,jonessusan@example.net,7502.38
31216,Robin Miller,milleralyssa@example.net,2713.59
8295,Jacob Jefferson,janet38@example.org,4216.97
26739,Carrie Greene,skinnerkelly@example.net,1355.82
13213,Amanda Brown,klewis@example.com,4652.34
36906,Jonathan Lucas,jharris@example.org,3886.73
50842,David Kaufman,tonyhale@example.com,7194.88
42196,Paul Hansen,ryan85@example.com,535.74
39856,Jeffrey Warren,cblack@example.com,7519.45
7150,Marie Morgan,austinreyes@example.org,1616.75
9246,Sheila Brooks,pallison@example.net,8989.46
14061,Brittany Nelson,catherinerogers@example.org,3721.16
10883,Pamela Lawrence,jonathanjohnson@example.net,6552.87
30046,Diana Villarreal,emma67@example.org,9329.69
8225,Alexandra Williams,caleb65@example.net,9112.69
15904,Patricia Singleton,hjohnson@example.net,6064.92
24150,Michael Turner,carlcarrillo@example.com,5784.6
26917,Glenn Snyder,gatesallison@example.com,115.92
37937,John Everett,dunnbenjamin@example.net,9052.07
22769,Tony Anderson,tmarshall@example.net,1960.1
12113,Erica Tran,youngdiana@example.net,5238.74
22108,Richard Massey,kyleadams@example.com,8540.97
28825,Robert Ortiz,hollowaydana@example.net,5625.57
38025,Jaime Wilson,mcneilmichael@example.com,4217.02
33109,Terry Vasquez,nallen@example.org,4952.21
33457,Jennifer Horne,jessica76@example.com,2222.39
15526,Elizabeth Johnson,samantha60@example.org,3404.48
43357,Michael Forbes,watsonalbert@example.org,6584.66
29387,Dr. Richard Jackson,nicholasjames@example.com,3242.55
7124,Dr. Robert Wilson,clarkjanet@example.org,8447.32
44374,Steven Lewis,ronald76@example.com,7113.42
13628,Whitney Carlson,russelljulie@example.com,5726.94
7145,Jessica Stevens,xandersen@example.net,7957.94
23801,Kristen Browning,collinstoni@example.org,9972.41
48426,Katrina Chan,ashleybuchanan@example.net,8569.63
28764,Kurt Black,brian68@example.net,4529.41
45081,Sandra Hawkins,margaret33@example.org,9607.4
48868,Stacy Reese,tmiddleton@example.org,2620.5
26617,Kayla Carpenter,michael75@example.com,9845.27
21555,Valerie Russell,brianjohnson@example.com,5521.17
8648,William Taylor,mcdonaldwilliam@example.org,6545.91
41730,Raymond Porter,hartashley@example.net,6410.41
12902,Rodney Morgan Jr.,david21@example.net,2792.01
10959,Tracy Perez,avargas@example.org,468.69
29506,Brian Cobb,patriciabrown@example.net,2413.33
27451,Bethany Anderson,zacharyblevins@example.com,4074.48
10614,Ellen Gonzalez,karenreynolds@example.org,4836.97
1245,Carla Ayala,gordon57@example.com,8718.15
20732,Juan Brooks,brian38@example.org,7009.81
11185,Donna Young,spham@example.org,792.44
14058,Melanie Garner,mcunningham@example.org,8399.95
49030,Jodi Miller,timothycollier@example.com,6015.64
16434,Samantha Garcia,josephtodd@example.net,1608.97
12273,Jeremy Mccall,delgadoedward@example.org,4709.51
30279,Courtney Franklin,littlejason@example.net,7259.11
3691,Amy Murillo,xweaver@example.org,6024.46
22422,Lauren Austin,ericabell@example.com,7359.91
42223,Brett Chavez,twilliams@example.com,3565.16
22322,Timothy Bauer,michaelgallegos@example.org,6393.27
45939,Richard Walker,icamacho@example.org,2174.02
6086,Robert Rocha,juliarobinson@example.net,6997.59
43184,Nicole Sanchez,danielsanders@example.com,6974.14
13390,Jamie Perez,mark36@example.com,3170.5
24480,Kristen Ryan,morrisgail@example.org,7165.44
23501,Susan Phillips,timothy77@example.org,2333.85
11779,Patrick Mendoza,kimberlyvalenzuela@example.net,3337.06
28327,Alexander Hall,davistanner@example.net,3559.42
9910,Anthony Pham,rebeccakennedy@example.net,6423.33
26454,Cassidy Ferguson,robert15@example.net,6439.81
50989,Michael Valdez,jameswilliams@example.net,6694.05
22834,Joseph Glover,krogers@example.com,6529.19
8426,Randall Maxwell,kimkennedy@example.com,2529.98
43474,John Brown,fmitchell@example.net,5595.59
3485,James Krueger,rickyyoung@example.com,4229.63
2572,Stephanie Jones,nathaniel84@example.com,8800.66
21833,Tonya Moore,ppotts@example.com,8600.54
3997,Andrew Gordon,victoresparza@example.com,8857.6
7027,Kimberly Estrada,william75@example.net,3911.13
18983,Kenneth Wilkins,ernestday@example.com,5639.9
22864,Amanda Cook,griffinpatricia@example.org,8941.38
13200,William Bailey,rbruce@example.org,8118.21
16863,Suzanne Watson,jessicasimpson@example.com,1686.82
46867,Daniel Patel,elizabeth40@example.org,5145.8
20562,Joshua King,rosevictoria@example.com,3794.46
18095,David Johnson,babbott@example.net,6477.8
5944,Elijah Young,bjackson@example.org,7630.21
45019,Laura Allen,ashley31@example.net,9198.44
40344,Jessica Cook,michael55@example.net,9230.14
6064,Angela Beltran,buckleycaitlyn@example.com,3340.05
47787,Victoria Rodriguez,fcastro@example.org,8690.66
28455,Dawn Santiago,hunterbrenda@example.com,8949.52
7104,Nathaniel Brown,orozcothomas@example.net,8903.4
4083,Jeremy Wright,nicholsmichelle@example.com,8021.69
12703,Paul Weber,amandabennett@example.com,2924.65
11395,Catherine Hanson,millerjessica@example.net,5771.85
35099,Christopher Thompson,mariawatkins@example.com,9723.23
11605,Holly Olson,plowe@example.com,3088.99
32876,Daisy Holden,ujenkins@example.com,9542.57
24842,Cheryl West,michellesmith@example.com,3390.84
1342,Thomas Brown,anthony49@example.com,3239.48
38580,Samantha Ortiz,timwalker@example.net,6085.38
26247,Clinton Guzman,williamsonethan@example.org,6042.67
23730,Karen Carter,slopez@example.com,4567.08
43842,Alexander Harvey MD,bsullivan@example.org,4290.99
35605,Stephanie Smith,cindy34@example.org,2515.51
40437,Melissa Ramirez,markadams@example.org,9429.97
13671,Mary Rodriguez,shanson@example.com,2492.54
16933,David Herman,mckenzie39@example.org,7175.16
30300,Yvonne Brown,curtiswalters@example.net,4978.77
32267,Dylan Hernandez,johnsondanielle@example.org,6557.32
9000,Jeffrey Mcbride,stacie78@example.com,255.55
29182,Jennifer Thornton,odunn@example.com,1443.5
20527,Dr. Jeffrey Clark,deanna57@example.org,6381.63
12169,Michele Mills,morristaylor@example.org,5134.85
48971,Kimberly Marquez,juanwilliams@example.org,5076.26
47136,Martin Johnson,dustin68@example.org,1454.69
14128,Tommy Johnson,mlawson@example.com,757.84
12031,John Hartman,johnjohnston@example.org,3152.11
35816,Angela Terry,francisco29@example.com,9289.19
3851,Brian Wells III,schmidtanne@example.org,3935.44
44834,Christine White,marisa76@example.org,3247.66
7780,Jennifer Wright,shawnmills@example.org,6533.27
46183,Danny Jennings,diaznicholas@example.com,7933.82
24558,Katie Sanders,ddiaz@example.com,8910.03
43003,Mr. Benjamin Fox,fewing@example.org,8039.67
11098,Gail Brown,twilliams@example.org,3539.85
43658,Dominic Morris,flee@example.net,6501.47
21275,Andrew Reynolds,dennismcdonald@example.com,6332.29
49543,Donna Cohen,millervictoria@example.com,6264.8
21968,Nicholas Oconnor,mendezashley@example.org,7174.94
30329,Ashley Doyle,englishdouglas@example.com,7409.56
14860,Bryce Roberts,kcarey@example.com,5841.72
17459,Amanda Hudson,christopher77@example.net,9137.01
46396,Erik Hart,arnoldtonya@example.com,3971.34
13033,Margaret Russell,nicholsjoshua@example.net,5748.11
34796,Andre Ward,keithmitchell@example.net,6444.38
46647,Jorge Marshall,karenhurley@example.org,5089.6
47047,Douglas White,ipeterson@example.org,6820.3
13569,Allison Morrison,emilymaxwell@example.com,5998.21
41345,Shannon Dixon,annette78@example.net,3984.44
31022,Christopher Brennan,greenethomas@example.com,5106.09
2401,Sara Butler,kmurphy@example.org,8209.11
32542,Angela Johnson,psalazar@example.org,9445.49
17661,Betty Graham,qsanders@example.org,6015.42
14338,Taylor Rivas,gary55@example.org,7147.79
10454,Gina Lawrence,rogersaustin@example.net,2217.61
2034,Cynthia Martinez,owendouglas@example.org,280.45
20318,Michael Jacobs,brownmonica@example.org,6163.41
23912,Justin Baird,whitney85@example.org,1208.58
39888,Jennifer Clark,denisenelson@example.org,2033.93
48664,Matthew Clark,janet96@example.net,4947.35
21248,Mark Fletcher,fowlertimothy@example.org,7583.97
16506,Tammy Davis,lisawallace@example.org,5370.66
32989,Yvonne Poole,hsalazar@example.org,2680.5
1932,Tami Boyd,stephanie14@example.com,4572.07
49404,David Byrd,william36@example.org,6560.06
25365,Kimberly Glenn,cskinner@example.org,6851.22
31434,Michael Lopez,coxricky@example.org,9769.41
11267,Samantha Kennedy,chavezmike@example.org,6336.66
35543,Russell Hanna,jacksonsabrina@example.net,6604.21
48059,Katherine Jackson,ogonzalez@example.org,1383.56
11975,Mark Young DDS,weavermargaret@example.org,826.22
21521,Jenny Smith,gberg@example.net,3430.25
36231,Eric Mcgee,wolfesean@example.com,9707.39
15720,David Sherman,morgantina@example.org,4227.56
5475,Courtney Price,wwilcox@example.org,3866.53
16664,Jessica Lee,amanda03@example.org,7953.23
13892,Sarah Rosario,brownjacqueline@example.org,9252.22
41650,Brandy Perez,katie76@example.com,4272.91
50166,Courtney Thompson,nicoleortiz@example.net,223.12
19916,Ashley Snyder,patricia33@example.org,156.97
4921,Maria Brown,scottbrown@example.net,710.57
38517,Alicia Flores,louis10@example.org,8857.41
7755,Brittany Christian,danarosario@example.net,1687.1
44434,Steven Gonzalez,changmary@example.net,686.98
18153,James Barnes,blewis@example.org,9732.57
10546,Karen Ramirez,thomascatherine@example.org,9034.74
8237,Danielle Miller,richardstephens@example.com,4606.1
40380,John Rodriguez,zpalmer@example.com,5943.53
39579,Jonathan Hall,stevenwright@example.org,7189.78
11035,Kathy Steele,ipaul@example.com,8178.37
34268,David Berry,stephanie14@example.net,4766.63
37714,Mr. David Cannon MD,april44@example.net,4984.65
35403,Matthew Clark,nthompson@example.net,4775.51
30282,Jessica Leach,waynefrazier@example.org,1479.96
42949,Michael Lopez,christinewhite@example.net,4297.1
50361,Mr. Joshua Brown MD,hwilliams@example.com,5623.49
15325,Jennifer Marsh,thomasashley@example.net,6360.08
12154,Dorothy Smith,wwong@example.com,1994.52
25940,Linda Jenkins,bernardcrystal@example.net,9130.49
35079,Elizabeth Parker,timothymartinez@example.org,9007.56
43576,Ms. Glenda Case,joshua57@example.com,3769.75
12728,Gina Taylor,normanchang@example.com,4548.94
2003,Brianna Jones,nancylucas@example.net,2069.35
30407,Mary Turner,tranjason@example.net,192.2
49801,Katrina Williams,lindsay20@example.net,8929.59
3787,Christopher Thompson,perkinsmegan@example.org,2958.2
32465,Carl Salazar,amyodonnell@example.com,3855.38
4572,Mary Carroll,stephanie08@example.org,4136.1
22244,Mark Wall,watsonnancy@example.com,7044.86
46831,John Stone,sandovalrebecca@example.net,7781.86
8148,Matthew Beltran,zshaffer@example.net,212.87
8422,Ms. Rebekah Coleman,dawn48@example.com,3159.52
48185,Kristen Moore,robertschmidt@example.org,5989.88
50789,Tonya Cooper,mackenzie16@example.org,2937.63
10369,Robert Allen,robertwhite@example.org,7134.1
23855,Melissa Morris,carlysnyder@example.org,4353.56
5460,Joseph Church,brightdavid@example.net,5005.67
33793,Jimmy Brown,nyates@example.com,8192.98
36258,Timothy Garza,parkershirley@example.com,794.74
46029,Samantha Smith,jason54@example.net,9055.28
50195,Thomas Fuller,angela79@example.com,5120.12
27880,Cesar Hall,nicholas31@example.net,8223.68
39349,Anthony Ortiz,nathan02@example.net,2278.26
32101,Mark Hammond,iflynn@example.net,1161.72
2652,Robert Allen,james52@example.org,4504.83
37153,Pamela Matthews,jessica86@example.com,7972.78
22587,Patricia Rivera,madison96@example.org,9099.2
39386,Dwayne Smith,victor14@example.org,5875.75
19396,Melissa Davis,sharonmays@example.org,8530.68
20765,Brandon Massey,mariamartinez@example.net,9597.27
25221,Kyle Hood,charlene01@example.com,1793.7
18706,Kristin Harding,kbullock@example.net,6813.65
16063,Ashley Padilla,heather86@example.net,9656.27
14229,Manuel Chapman,kennethbrown@example.net,348.29
16181,Sharon Mejia,kristinhill@example.com,7935.71
6671,Samuel Green,dakotamartinez@example.com,6990.74
48602,Robert Lynch,gomezkeith@example.com,669.48
28388,Larry Stewart,nathan46@example.com,2806.09
15601,Mark Brown,bergjustin@example.com,9634.02
15732,Maurice Thomas PhD,alexandertimothy@example.org,7096.81
30579,Brian Mcconnell,jpowers@example.com,8768.63
1776,John Mitchell,lorismith@example.com,1868.37
34316,Samuel Green,riverabonnie@example.org,8741.56
41939,Kelli Peck,hernandeznicole@example.org,8690.74
24074,Arthur Moses,leongrant@example.net,1077.82
46475,Gary Edwards,millerjeffery@example.com,9411.18
39240,Candace Jimenez,collincrawford@example.com,8842.38
36525,Kristen Ibarra,riggsmaria@example.org,4491.28
36809,Jennifer Jackson,erinbrown@example.com,1717.27
46901,Melissa Perez,kellydaniel@example.net,8513.77
13128,Marcus Goodman,howardpatricia@example.org,1323.05
43706,Roger Gordon,scarson@example.com,3530.39
10031,Michael Brown,howellkylie@example.org,1650.01
37330,Ryan Hall,alexandraglenn@example.net,5903.5
44757,Bonnie Reid,psellers@example.org,3914.54
38124,Evelyn Haynes,acummings@example.com,8071.25
19054,Christine Patel,danielferguson@example.com,2532.26
33371,James Barnett,bryanwilson@example.net,5226.58
11112,David Castro,jordanzachary@example.net,1596.42
27788,Tina Brown,florespeter@example.org,3164.34
19740,Phyllis Diaz,timothy95@example.net,3904.05
18803,Kaylee Smith,mayskrista@example.com,2484.38
34900,Lynn Singh,gary91@example.net,442.56
50557,Stephanie Robinson,cristian02@example.org,4716.22
40831,Mindy Garcia DDS,justin62@example.org,1717.76
12332,Glen Davis,rayers@example.com,9563.63
