supplierId,supplierName,supplierEmail,supplierSharePrice
31772,Mark Wells,anthonyhill@example.net,7524.06
17840,Hector Miller,lambjessica@example.com,9381.3
44507,Sara Ewing,matthewsbethany@example.net,9372.68
10366,Kevin Rivas,jmitchell@example.com,3637.0
7960,Adam Ruiz,kellermichele@example.com,2519.2
4596,Cody Greene,qrussell@example.com,86.63
21062,Deborah Hoffman,kimberly14@example.net,3137.97
8316,James Gentry,jennifervilla@example.com,461.18
14568,Wesley Diaz,rachel96@example.org,1199.89
46294,Manuel Murphy,william02@example.net,8796.43
49667,Tracey Bonilla,florescharles@example.net,802.87
9360,Andre Galvan,gbaldwin@example.org,921.87
45835,William Benjamin,williamsonmichael@example.org,4234.08
50735,Curtis Anderson,katherinepena@example.org,8386.42
36520,Pamela Compton MD,robertsalazar@example.com,3942.94
43978,Mr. Brian Jordan,mallorynorton@example.org,1085.22
25336,Jade Jones,jasonhenry@example.net,7841.74
26162,Tiffany Lawson,suttontonya@example.com,9687.66
22761,Mark Knapp,jose15@example.org,1250.52
22168,Tiffany Goodwin,haleycasey@example.com,8105.19
25107,Mary Rhodes,rachael43@example.net,2917.37
30761,Albert Davis,lauren72@example.net,4876.7
38997,Andrew Berry,miguel55@example.com,4873.05
31690,Daniel Brown,richardkelly@example.net,5014.39
42308,Margaret Walker,tthompson@example.com,4053.6
17443,Melissa Watson,jameshopkins@example.net,2058.37
30460,April Fuller,laurahuang@example.org,6038.22
44780,Elizabeth Mcneil,kmathis@example.net,1836.8
50608,Dalton Taylor,hannajoshua@example.net,8840.47
38030,Nichole Sparks,justinsullivan@example.com,3905.24
37328,Margaret Harper,ryanthomas@example.com,9334.63
16967,Courtney Harris,wilsoncourtney@example.net,769.22
5062,Carol Faulkner,pevans@example.org,1102.83
15852,Carlos Pham,michelle06@example.org,5499.41
25555,Katelyn Ball,rodriguezbryan@example.net,9919.9
13046,Lawrence Powers,kevin18@example.com,5882.35
49694,Jamie Pruitt,martinezjulie@example.com,3751.35
28536,Gene Ramirez,stephen05@example.org,965.58
25401,Sarah Valdez,jimmyorr@example.org,9936.79
18704,Christopher Edwards,mwest@example.org,499.6
8123,Kathleen Brown,kaylazhang@example.org,6476.17
2396,Stephen Gibson,jeffrey26@example.org,4890.25
14310,Danny Moore,sallymckinney@example.com,391.96
44097,Frances Johnson,dclarke@example.net,2499.81
15248,Hector Berry,stevensoncarolyn@example.net,6226.08
21376,Kathryn Schultz,rcarrillo@example.org,3904.64
45485,Alexander Smith,jenningstiffany@example.org,2588.95
32915,Jennifer Murphy,uandrews@example.net,4305.96
28809,Lisa Carpenter,monica12@example.net,3241.27
13991,Rebecca Hernandez,nicole10@example.net,9852.09
43063,Melissa Cox,joseph50@example.org,7706.08
34010,Donald Liu,robin99@example.org,9107.88
44739,Kevin Woods,whitekevin@example.org,9069.53
45364,Blake King,dherman@example.org,4540.8
48696,Walter Wood,monica06@example.com,4866.94
