supplierId,supplierName,supplierEmail,supplierSharePrice
42912,Jason Robinson,hsantana@example.com,5192.98
26195,Clinton Smith,diane36@example.org,6560.33
30502,Sydney Reynolds,matthewsgary@example.org,4090.99
19019,David Forbes,olivia94@example.net,92.9
39033,Nancy Martin,simmonsanthony@example.net,9373.45
35036,Meagan King,william12@example.org,7520.19
14562,Rodney Hughes,danielmunoz@example.net,6223.43
7542,Chelsea Kent,brenda56@example.net,9398.59
15887,Joshua Kidd,gcampbell@example.com,7322.59
20700,Heather Jensen,whitney37@example.com,4259.18
12149,Luke Kelley,cburns@example.net,1031.81
34327,Nicole Liu,sarahthompson@example.net,9802.41
4635,Miranda Kim,morganchristopher@example.org,3610.44
13876,Andrew Smith,pcruz@example.com,4585.91
15571,Richard Salinas,william33@example.com,9985.71
34065,Michelle Bonilla,christopher84@example.org,2034.29
18817,Robert Bowman,bradleyyoung@example.net,7365.74
48135,Matthew Oneill,christopher27@example.org,6200.74
32982,Julie Smith,andrewrussell@example.com,9736.03
30944,Kathryn Conner,jacqueline23@example.com,7671.59
9112,Sarah Thomas,kingaaron@example.org,5061.09
15262,Anthony Rivera,laurabarnett@example.com,9589.39
38458,Joseph Willis,smithamber@example.org,3728.78
14761,Eric Johnson,rodrigueznathan@example.com,3295.99
46135,David Reilly,jeff90@example.net,1443.42
42291,Billy Moreno MD,caroltaylor@example.net,8359.18
16348,Travis Fritz,lucasstephen@example.com,2658.45
4027,Shawn James DDS,smithrhonda@example.org,6620.14
44402,Patrick Wilkinson,jonathan11@example.net,5892.9
8760,Adam Walsh,natasha37@example.net,5383.48
6697,Virginia Wilkinson,ohendricks@example.com,1054.98
34016,Amy Allen,hannahdiaz@example.com,7601.65
50345,Michelle Edwards,gburton@example.org,4662.56
39207,Benjamin Gordon,wilsonbrian@example.org,5500.15
12867,Alexandra Diaz,johnthomas@example.com,6554.77
21731,Brian Diaz,anthony20@example.net,5188.84
5647,Robert Lee,kelleyjean@example.org,5426.99
20283,Diane Singh,jacksondawn@example.org,4251.64
3610,Kimberly Winters,rachel85@example.net,8642.81
41063,Jay Ellis,gonzalezthomas@example.net,545.38
12582,Nicholas Nguyen,adrienne40@example.net,1490.54
24709,George Ashley,ramirezsherri@example.com,2087.62
29309,Susan Carroll,phelpsjames@example.net,9440.12
6714,James Zhang,turnertraci@example.net,8518.32
45489,Russell Cox,patrickbrooks@example.com,375.29
27670,Laura Lynch,kurt27@example.com,6395.78
32862,Juan Baldwin,colleenhogan@example.net,5208.86
27823,Derrick Mcclain,vmartin@example.org,5640.28
49008,John Jenkins,daniel15@example.org,8398.19
36554,Eric Mayo,tyler32@example.org,6130.6
18117,Amy Taylor,mschultz@example.net,6187.38
26611,Nicholas Jackson,ajoseph@example.org,3391.52
39190,Kelsey Logan,mullencharles@example.net,6205.92
29974,Dennis Warner,jgonzalez@example.org,8258.91
11123,Daniel Perez,austinsmith@example.net,7428.85
22646,Stephanie Figueroa,elizabeth47@example.net,1143.29
32171,Robert Oliver,ssolis@example.net,840.33
33034,Katie Gibbs,lyoder@example.net,550.78
23315,Jessica Lawrence,kaustin@example.com,4386.16
22088,Darius Bernard,jennifersnow@example.com,3247.69
43277,Victoria Burgess,evan85@example.net,1689.53
43322,Kari Lopez,moransteven@example.net,4660.42
4556,Miranda Barry,baileypaul@example.org,475.78
42429,John Alexander,tmendoza@example.net,8590.62
49489,Kyle Harris,qrowe@example.net,3870.67
44374,Jose Harrison,jamesnewman@example.com,5205.68
18278,Jim Collins,marcus47@example.com,5602.27
26059,Luis Gould,sblair@example.net,8205.31
23244,Keith Orozco,uprice@example.com,1312.29
4012,Jonathan Mann,vasquezdavid@example.com,2697.76
41288,Dr. Robert Li,sskinner@example.com,6058.21
31487,Kristi Sullivan,rmoore@example.com,3422.2
36578,Cody Williams,martha70@example.net,5280.47
6091,Matthew Schwartz,pjackson@example.org,3639.41
39940,Thomas Nelson,alexandra93@example.com,8954.33
20190,Katelyn West,katiejackson@example.net,976.38
11817,Kenneth Ward,shawnward@example.net,4967.14
2504,Rhonda Moran,bowendanny@example.org,4836.02
27878,Melissa Reid,scottsingleton@example.com,8150.71
20393,Steven Meyer,kimberly09@example.net,5444.71
44291,Lacey Yang,acontreras@example.org,452.85
22672,Samantha Cohen,elizabeth95@example.net,1960.59
17894,Sharon Kennedy,andrew55@example.net,7049.05
43903,Tiffany Mullins,nwalker@example.com,1703.37
19524,Lawrence Webb,wendy80@example.com,2568.18
