supplierId,supplierName,supplierEmail,supplierSharePrice
45853,Mark Harris,mmaldonado@example.net,2562.73
33718,Kathryn Morgan,jenniferduffy@example.com,3166.88
48263,Katherine Lewis,shelia03@example.org,9606.65
11307,Emily Rodriguez,morganjoseph@example.com,8451.0
25105,Chad Warren,benjamin80@example.net,9599.26
2401,Zachary Miller,jeremy30@example.com,8619.46
24574,Judith Williams,brandonrichardson@example.net,2971.14
50115,William Lang,qlara@example.org,3476.56
8383,Madison Nguyen,jamiewilliams@example.com,3652.99
6986,Tyler Stokes,ian53@example.net,5209.49
44407,Dylan Cervantes,kmccarthy@example.net,6820.28
33672,Blake Brown,meyerbilly@example.net,3714.55
32249,Mrs. Kimberly Huerta,wilkinsrobert@example.org,1557.08
27190,Amanda Clark,harriskimberly@example.org,7666.19
45224,Sarah Davis,zacharytaylor@example.org,9385.82
47138,Vincent Bailey,gwilliams@example.org,8424.6
15884,Charles Flowers,aevans@example.net,58.34
2953,Samantha Castro,dustin47@example.com,380.34
5688,Matthew Medina,reginamarks@example.com,9857.95
48314,Mrs. Angela Vasquez,zkrueger@example.com,7296.86
43061,Jennifer Garcia,ymccormick@example.com,4477.12
18321,Timothy Bass,sarahparsons@example.net,2939.96
19035,Brandon Lynn,josekim@example.net,40.6
18234,Joseph Watson,pward@example.org,9526.6
18204,Valerie Ware,ugraham@example.net,9150.27
14186,Melissa Barron,monica40@example.org,1404.12
15725,Kevin Clark,mccarthyandrew@example.org,3960.39
37261,Karen Arroyo,mgray@example.org,6692.7
43107,Devin Nolan,mosesalex@example.com,2446.63
44045,Christina Obrien,mlee@example.net,8190.89
42029,Melanie Weaver,michaelbell@example.net,806.6
24680,David James,morganjennifer@example.com,1999.17
47936,Chloe Evans,julievasquez@example.org,5881.43
43561,Mr. Andrew Bauer,david08@example.org,8595.67
23019,Jessica Larson MD,jessicafrederick@example.org,3679.73
39687,Michael Morris,potterbrenda@example.org,5312.28
19429,Theresa Bush,janesimon@example.net,9327.36
33206,Andrew Carrillo,jordan99@example.net,9796.54
6221,Jimmy Nichols,jose98@example.com,7248.31
20302,Brent Smith,santosrandy@example.net,5193.67
24495,Meghan Savage,hallkimberly@example.org,9622.38
19051,Melvin Rivers,awhite@example.org,9777.67
50474,Destiny Carter,breed@example.org,4064.76
31765,Thomas Johnson,brianaparker@example.com,7726.22
23173,Karen Frazier,stonejorge@example.com,3579.67
48236,Benjamin Harper,dianadeleon@example.org,1502.71
18043,Thomas Moses,dwells@example.net,7836.24
10263,Anthony Stevens,david46@example.com,1105.65
37292,Angela Foster,ltaylor@example.net,3668.68
28440,Lisa Reyes,smithpaul@example.net,9267.58
15335,John Henderson,zkim@example.net,9328.58
2255,Sandra West,vbrown@example.net,9598.72
31613,Mrs. Lisa Gibson DVM,kylegonzalez@example.com,2253.32
37561,Aaron Vazquez,andrew41@example.net,1695.21
36051,Dylan Barnett,hoodnicole@example.net,7496.49
7027,George Sims,robertkramer@example.com,9898.04
23984,Rhonda Welch,gwhite@example.com,5354.55
50857,Pamela Holmes,dustinfields@example.net,2178.46
42474,Jamie Graves,btorres@example.com,925.3
5193,Ashley Baker,michaelbrown@example.net,218.12
32842,Suzanne Ellis,evanslori@example.net,2611.11
16892,Daniel Johnson,ericaingram@example.com,4045.72
16886,James Murphy,dshannon@example.net,3041.11
27798,Molly Mendez,melindavasquez@example.net,9584.74
38472,David Porter,jaime12@example.com,5863.61
6630,Corey Wilson,whitney99@example.com,7803.31
46477,Jeffrey Acevedo,kingsamantha@example.com,2277.39
28375,Tammy Jackson,stephanie73@example.net,8105.53
18623,Brian Graham,fullersamantha@example.org,6674.38
40896,Wendy Wilkinson,amanda68@example.net,5895.76
24971,Jeffery Bennett,jamespetersen@example.org,8522.79
12902,Taylor Clarke,awilliams@example.com,4569.08
34527,Lisa Collins,agilmore@example.org,5852.28
3630,Shari Joyce,heather89@example.com,1829.77
5015,Wendy Baker,pmeyer@example.net,3926.94
46976,Bryan Reese,stephenfoster@example.net,9208.77
21955,Terry Dixon,vparks@example.com,9105.48
22165,Melissa Brown,qwalker@example.net,7124.48
36056,Brenda Brown,natashajohnson@example.org,305.32
42083,Tammy Carr,darryl81@example.com,5051.23
29698,Michael Cook,sblake@example.org,3395.12
21199,Lindsay Foley,edwardsgregory@example.org,3172.37
42207,Brittany Jordan,austinellison@example.net,1894.53
26075,Sydney Romero,charles99@example.org,3995.91
4174,Michael Fuller,rodriguezapril@example.org,2142.18
33811,Laura Acosta,johnstontraci@example.com,3782.5
41786,James Cooper,griffithclinton@example.org,5526.07
33688,Paul Young,adamsmelissa@example.org,5353.55
42625,Aaron Vega,kevin99@example.net,6443.75
5228,Darrell Moore,lawrencecarly@example.net,3672.97
31001,Felicia Jackson,dduran@example.org,4072.82
36732,Robert Barron,brian83@example.org,860.17
10775,Jordan Curtis,nicolelowe@example.com,7594.73
45327,Thomas Munoz,regina01@example.com,6093.6
23523,Rebecca Mcmillan,joseph14@example.com,18.95
5406,Kevin Kelly,josephmccullough@example.org,4764.92
7501,Robert Perez,danielle77@example.org,7681.63
11340,Mark Garcia,turnertanya@example.net,5938.48
35753,Christina Wilson,owilson@example.net,8333.5
32043,Patricia Massey,ernest12@example.org,4432.51
38927,Jesse Miranda,timothygarcia@example.net,5796.26
3502,Sarah Davis,muellerjose@example.org,2139.85
41118,Mary Nunez DVM,vpeterson@example.org,5169.46
11593,Charles Smith,deannaprice@example.com,9881.65
26310,Susan Wheeler,kim61@example.net,6352.41
47435,Jackson Lowe,monicaalexander@example.com,3181.25
41720,Jacob Sweeney,dianepage@example.net,5485.7
50790,Christina Brown,tracyswanson@example.com,9143.88
16369,Tracy Lee,colliertracy@example.net,1858.2
24399,Nicholas Day,tiffanymiller@example.com,6363.73
23874,Stephanie Tran,matthew19@example.com,7850.94
28103,Brian Brooks,russellmelissa@example.com,82.63
5884,Cheryl Jones,williamrobles@example.org,2637.53
12838,Gina Rodriguez,fishertammy@example.com,2589.77
9236,Jason Mason,aknapp@example.net,3424.66
24529,James Ramirez,timpeterson@example.net,1541.2
26782,Megan Mata,xjones@example.com,3903.68
15861,Thomas Walters,crystallee@example.org,9309.26
35137,Julie Martinez,rmarshall@example.net,8161.72
30673,Elizabeth Garcia,wellsdonna@example.com,9625.64
