supplierId,supplierName,supplierEmail,supplierSharePrice
30592,Jennifer Casey,russellaustin@example.net,2544.87
47997,Michelle Campbell,hernandezjoseph@example.net,7169.86
21511,Bryan Hampton,benjaminbrock@example.net,8929.99
8721,Jennifer Gonzalez,julian59@example.org,7794.39
6183,Anthony Carlson,dleonard@example.net,6682.69
3638,Tom Johnson,umartin@example.com,2901.77
3024,Kristin Bell,goodmancrystal@example.com,6687.52
50886,Karen Larson,derrick09@example.net,4434.48
40618,Julie Bowman,moorestacey@example.com,1172.99
41180,Christopher Montes,alexis22@example.net,204.37
8488,Chris Scott,frankpacheco@example.com,218.55
29890,Tony Combs,matthewjones@example.com,8870.09
9096,James Jones,michelle85@example.com,5351.93
11985,Shelby Green,dadams@example.net,9320.66
37158,Anthony Melton,joneschristine@example.com,5077.03
19305,Julie Parker,josephdonald@example.org,8482.69
16234,Marissa Reese,hooverjoyce@example.com,2944.38
41611,Joseph Avila,nguyenbrian@example.org,4591.66
20943,Karen Hardy,kendrajackson@example.com,4964.94
18426,Rebecca West,eric77@example.org,8053.91
36982,Jose Hobbs,tracy18@example.net,564.52
27933,Felicia Hunt,perrygreg@example.org,5908.77
30395,Carolyn Gonzales,kflores@example.org,1349.44
2173,Joan Solomon,shaynes@example.net,1279.4
6178,Tiffany Coleman,torresdaniel@example.net,3978.64
34425,Kevin Myers,matthew97@example.net,6070.74
3671,Michele Holmes,adam08@example.com,6600.3
30915,Christy Little,cmcfarland@example.org,9784.73
45559,Jeffrey Holden,sparkskevin@example.net,3244.76
49711,Jessica Douglas,micheal70@example.org,5523.98
50778,Stephanie Garcia,jerrymorgan@example.net,222.88
45894,Jennifer Ruiz,scott17@example.org,9882.95
41435,Brett Ryan,mejiacynthia@example.com,3278.7
26746,Eric Deleon,cjohnson@example.org,2835.67
29555,Daniel Parker,robert05@example.org,6503.55
49033,William Lozano,daniellelivingston@example.com,862.27
25381,James Estrada,campbelljoshua@example.com,5071.34
25289,Renee Allen,nroberson@example.org,5294.92
30490,Jeffery Gutierrez,burtonbrandon@example.org,9199.25
10422,Vincent Wilson,ymoreno@example.net,6873.65
44595,Yesenia Bradshaw,udennis@example.net,1503.82
6870,Joseph Boyd,morganjerry@example.org,6224.17
34359,Angela Luna,bradshawclaudia@example.net,371.07
18074,Janice Rodriguez,sherryrivas@example.net,7353.86
8359,Kristine Tate,seanschroeder@example.net,340.58
49956,Stacy Santos,loweryelijah@example.net,8334.14
16030,Valerie Lopez,benjamin26@example.net,2799.55
44328,Angel Simmons,chloe36@example.net,6136.5
48705,Kelly Green,robert67@example.net,3009.41
34576,Mary Benson,kimsheila@example.com,3392.04
41741,Michelle Marshall,bobby01@example.org,7013.16
27950,Raymond Gamble,carrie86@example.com,4351.33
43749,Tammy Graham,dustinmurray@example.com,7.98
44827,Adam Whitehead,hessmichelle@example.com,6279.22
50860,Amanda Lucas,christopher24@example.com,6464.2
18481,Travis Galloway,owilson@example.org,822.37
6836,Scott Fry,melissa07@example.org,433.11
35108,William Henry,james05@example.com,3592.47
10948,Lisa Villegas,lowemanuel@example.org,6517.88
9511,Ryan Brown,mary08@example.org,419.92
20989,Evan West,edickerson@example.com,5522.14
23571,Jacob York,jessica06@example.org,6097.47
40345,Robin Barker,rachaelbaker@example.com,4091.03
42402,Taylor Hill,obrooks@example.net,1258.43
41759,Heather Wright DDS,mwells@example.net,7459.55
