supplierId,supplierName,supplierEmail,supplierSharePrice
31967,Mark Howard,kenneth83@example.org,5801.46
48706,Tabitha Chaney,mcguireandrea@example.org,5836.54
37164,Lisa Hamilton,chenjennifer@example.com,379.87
41784,Travis Phillips,jarvistina@example.org,8159.28
42264,Paul Baker,brownangela@example.org,7644.79
22499,Bradley Lyons,jeanmanning@example.net,922.05
7213,Ashley Lee,shannonchurch@example.org,8442.13
44232,Monica Griffin,kcontreras@example.org,3925.16
44418,Thomas Olson,pecktom@example.org,7146.96
27530,Fred Harvey,shawkyle@example.net,1748.38
48005,Mr. Thomas Hughes,hillsamantha@example.com,6721.27
21718,Melanie Rodriguez,dyerjason@example.net,2487.35
24511,Jimmy Harris,michael95@example.net,633.37
29424,Amy Allison,rrocha@example.net,3096.25
29538,Jonathan Baker,joseph30@example.org,333.04
3667,Frank Roy,patricia37@example.net,2573.43
37594,Lisa Reyes,cglenn@example.com,3683.83
35624,Elizabeth Walsh MD,vargasmatthew@example.net,585.01
33565,Brandon Stewart,kevinmorales@example.org,1583.82
17923,Regina Pena,teresaodonnell@example.org,4326.04
1180,Leah Nelson,stephen70@example.org,2381.18
46108,Gabrielle Carson,lrichardson@example.org,6294.97
29639,Roger Russell,hernandezandrew@example.com,1445.3
1525,Amy Madden,evanschristina@example.net,4063.25
23353,Gail Woods,zdixon@example.com,900.82
28335,Jennifer Trujillo,kimberlykelly@example.net,3968.39
42331,Kenneth Owens,daniel79@example.com,4875.08
23733,Anthony Thomas,buckshelly@example.com,5402.9
2449,John Smith,efowler@example.org,9168.58
25482,Jennifer Hernandez,melissa50@example.net,7068.8
39399,Leah Adams,samantha20@example.com,2047.8
26793,Anne Martinez,munozsusan@example.net,5733.58
11581,Dr. Chad Williams,rdickson@example.net,8985.93
49487,Matthew Mcconnell,scarter@example.net,7483.32
2883,Linda Gilbert,burgesschristopher@example.com,4346.71
24692,Steve Bartlett,nowens@example.com,360.15
30562,Donald Gibson,crussell@example.org,2976.29
30291,Michael Williams,josephyang@example.net,8538.5
13313,William Ochoa,debrathompson@example.com,2919.03
31748,Alex Yates,kknight@example.net,729.16
12892,Madison Hopkins,jennifer68@example.net,6062.08
42197,Connor Webb,floresanthony@example.net,3036.67
32714,Michael Bailey,lindavega@example.org,4685.28
21270,Willie Sanders,brettnewton@example.net,1857.28
43490,Matthew Becker,jillian14@example.org,9041.94
40554,Christopher Choi,sandra29@example.net,9152.9
1453,Alicia Ingram,oliverjohn@example.net,5129.95
36300,Jason Vasquez,marissasmith@example.net,3372.43
34550,David Meyer,shawn36@example.net,1125.82
33819,Dennis Mccann,pcross@example.net,1093.51
7924,Kathryn Tran,rogersjason@example.net,8252.22
17520,Brandon Higgins,mcampbell@example.org,2714.54
18128,Matthew Martin,charles76@example.com,1383.91
17112,Craig Marshall,janice09@example.net,3349.87
9669,Charles Brandt,bonillanicholas@example.org,316.53
23842,Aaron Brown,christian28@example.net,8777.81
35313,Lauren Dyer,richardsoncindy@example.net,6022.88
36561,Chris Lambert,sabrinahamilton@example.com,2060.63
20956,Randy Grant,jill16@example.com,731.74
38566,Timothy Nolan,andersonwillie@example.net,1356.58
29886,Stephanie Wheeler,michaelhowell@example.com,5969.12
2841,Keith Webster,nedwards@example.com,2321.93
26482,Craig King,brownsusan@example.net,6355.28
16806,Kayla Grant,jwilliams@example.com,7668.77
3416,Dwayne Hickman,tharris@example.org,8995.06
24850,Donna Johnson,kimjames@example.net,846.44
22575,Mr. Richard Torres,jessicathompson@example.org,4587.03
30798,Debra Hubbard,denisesanchez@example.net,9620.2
10364,Samantha Weiss,walkerjoanne@example.org,3011.96
49203,Lisa Robinson,todddalton@example.net,1484.79
26916,Christina Rivera,nathaniel71@example.org,1512.36
32442,Cynthia Mata,russell97@example.net,4395.29
30039,Gina Hill,amy44@example.com,2345.7
42581,Jerry Morton,baileystephanie@example.com,9103.49
46573,Natasha Anthony,thompsoncandice@example.com,297.11
39938,Lisa Higgins,rdyer@example.com,6459.34
2943,Christopher Porter,frank48@example.net,3103.29
15193,Chad Hayden,alicia42@example.org,8989.72
2258,Joshua Christensen,jenningstina@example.com,3086.48
1987,Jon Romero,joanne48@example.net,9764.23
22912,Kayla Valencia,cindy42@example.org,2319.06
9057,Crystal Reyes,gina59@example.com,1804.19
8676,Samantha Hernandez,dakotaross@example.com,7594.74
41403,Tiffany Sullivan PhD,janet37@example.net,1095.44
20544,Sierra Sullivan,jeffrey97@example.org,8587.36
26079,Jennifer Kennedy,wheelersteven@example.com,4393.77
37939,Dr. Stephanie Lloyd,rowlandcynthia@example.com,7460.18
41859,Amanda Mccann,spearson@example.net,3551.11
13782,Lawrence Ruiz,amy73@example.com,8429.39
44819,Richard Willis,ambercastro@example.net,7657.82
4120,Lance Solis,shannonlawson@example.net,6411.43
42003,Brianna Clements,vhurst@example.org,6647.0
26746,Fernando Schultz,yrobbins@example.com,9738.45
5639,Brian Hoover,ihernandez@example.org,8600.34
