supplierId,supplierName,supplierEmail,supplierSharePrice
8120,Madeline Ortiz,moniquebauer@example.com,6921.71
46567,David Hawkins,dayfranklin@example.com,993.77
20367,Steven Ramirez,erinmiller@example.com,7465.24
36308,Kristina Warner,williamsjohn@example.org,6035.0
26550,Christian Fuller,williamwalsh@example.org,6338.29
28841,Joshua Cummings,catherinecantu@example.com,9730.38
13375,Karen Wagner,fernandezjeremy@example.net,4570.2
39194,Jeanette Baker,sara04@example.com,8023.12
24319,Karen Douglas,jamesjames@example.org,4151.82
33619,Stephanie Romero,nancysimpson@example.net,661.64
2632,Gina Williamson,john02@example.com,1353.0
35388,Troy Knox,rjones@example.com,8273.05
9422,Pamela Washington,perezdenise@example.org,197.8
27935,Jason Bauer,orrelizabeth@example.org,2951.49
2671,Emily Ruiz,davidblevins@example.net,2489.19
1891,Jackie Pope,nicolejones@example.net,9585.74
39068,Jessica Sanchez,jon03@example.com,7805.57
20212,Seth Hernandez,kyle37@example.com,969.66
9251,Jill Johnson,michael93@example.org,9773.04
26089,Nicole Chapman DVM,lauren26@example.com,4911.87
48171,Sandy Rivera,ibenitez@example.com,5613.25
2607,Michael Williams,garciadarrell@example.org,4521.17
30473,Brandon Morgan,jacksonscott@example.org,8230.48
28342,Stacy Johnson,fdickerson@example.org,5127.66
28972,Suzanne Sullivan,matthewslori@example.org,9585.14
8193,Chad Hernandez,julie47@example.org,3688.94
44479,Debra Maldonado,farrellchristina@example.com,3677.61
14454,Tonya Edwards,lucaspeter@example.com,7055.76
7214,Tracy Figueroa,thorntonshelby@example.net,3062.81
16463,Bradley Brown,gwendolyn84@example.com,8495.59
5768,Jon Williams,erikajohnson@example.org,6762.42
34003,Kathryn Mcdowell,torreskimberly@example.org,9198.11
17839,Michael Gilmore,imorgan@example.com,2108.32
16370,James Anderson,chenjohn@example.net,3050.59
42223,Stephanie Farley,alexcastro@example.net,5003.75
29261,Heather Poole,rmanning@example.org,147.22
28556,Harold Ray,gloriasantiago@example.net,1464.89
13712,Christopher Moreno,yorr@example.org,7479.57
22290,William Rollins,edwardvilla@example.org,6873.4
18662,Nathaniel Phillips,pwhite@example.org,4293.93
48567,Stephen Boyd,ashleywilliams@example.net,9218.49
30205,Natasha Blair,zbrowning@example.net,4054.39
15681,Amy Phillips,pconway@example.com,200.13
5376,Melissa Ryan,cbailey@example.com,576.76
