supplierId,supplierName,supplierEmail,supplierSharePrice
34795,Robert King,meghanallen@example.org,127.71
5092,Anthony Baker,sheilaholmes@example.org,2506.84
7563,John White,owebb@example.com,3250.83
23501,Michael Atkinson,kimshelby@example.com,3541.75
9723,Teresa Johnson,brent81@example.org,6662.49
30204,Shawn Berry,avilakirsten@example.org,9574.55
3395,Leslie Smith,woodjoshua@example.com,1550.1
13432,Lisa Rhodes,caldwelltaylor@example.com,9504.95
25119,Samantha Landry,meredith93@example.org,6734.66
21263,Christopher Callahan,christina46@example.com,5546.22
44660,Sarah Robinson,silvakenneth@example.com,326.79
21955,Rachel Porter,dmckinney@example.com,4156.35
37149,Michael Harrington,alishawalker@example.org,3519.31
4740,Adam Walker,theresasimmons@example.com,7394.01
8631,Amanda Morse,hernandezmercedes@example.com,3380.44
33742,Scott Shaw,warrennicole@example.org,7835.5
46854,Kelsey Mcdonald,laura50@example.org,6445.7
5172,Jennifer Crane,dmcdaniel@example.com,5965.24
32484,James Boyer,zcarter@example.org,4091.92
5418,Makayla Gilbert,lesterdeborah@example.net,8187.09
10175,Timothy Sutton,hfarrell@example.net,5470.42
1974,Michelle Bennett,dmcknight@example.net,3376.69
32005,Susan Andersen,rflowers@example.org,2566.76
12436,Emily Bradley,dustin33@example.org,8690.98
12684,Stephanie Richardson,woodstimothy@example.net,8681.44
49883,Michael Fleming,chapmanscott@example.org,1972.1
41536,Christina Livingston,washingtonjames@example.com,4691.45
20066,Crystal Lee,uhaynes@example.com,1907.9
46254,Rodney Parker,knguyen@example.net,2.89
11221,Steven Johnson,simmonsnicholas@example.org,5818.96
44837,Jennifer Davidson,lisa75@example.net,1463.97
6365,Michelle Booth,lindseywalker@example.org,5886.91
24779,Frederick Walls,alan51@example.com,9665.97
30630,Jeremy Alvarez,francisvanessa@example.net,4503.1
2136,Veronica Cardenas,egarcia@example.com,5211.67
38720,Lisa Hudson DVM,francis21@example.com,698.0
17376,Hannah Martin,martinezkeith@example.org,2090.5
5950,Monica Kaufman,jim99@example.org,9238.12
31952,Cameron Jarvis,vjones@example.com,6063.69
33795,Robert Harris,nrussell@example.com,3754.14
4087,Randy Lutz,ftaylor@example.net,1326.84
11203,Kristen Tucker,rosalesmelanie@example.net,7875.41
19668,Lindsay Shields,pdunn@example.com,9192.44
6925,Juan Smith,williamnguyen@example.org,5797.36
13472,Amber Goodwin,emily65@example.org,2987.66
36531,Benjamin Long,joshuamcbride@example.com,1872.18
8346,Valerie Smith,bowenbrittany@example.net,9410.91
24425,Paul Jones,perezbrandon@example.com,7951.82
46938,Mary Sanchez,david94@example.org,2857.62
3599,Ryan Cox,timothygutierrez@example.com,8485.57
29275,Andrea Flores,hailey22@example.com,2727.4
24539,Amanda Perkins,millerkyle@example.org,7377.93
15310,Michele Garcia,fdavis@example.com,4142.21
48362,Craig Ramsey,thompsonhannah@example.com,2012.58
7812,Anne Robles,danielknight@example.org,3309.21
16077,George Williams,joshua33@example.net,3316.74
39189,John Brown,robinsonalexis@example.com,8188.73
29169,Edward Gutierrez,cohentyler@example.com,8047.47
50618,Brandon Yang,diana85@example.com,1568.96
45371,Eric Ward,kennedymiranda@example.net,4078.62
32117,Christina Jimenez,alejandra75@example.com,1728.23
40208,Brandon Rodriguez,mfox@example.com,6053.44
38640,Matthew Gordon,katrinagarcia@example.org,6643.76
3889,Amanda Carr,perrymichael@example.org,4299.79
45569,Suzanne Fields,christiangilbert@example.net,5865.12
25882,Mark Williams,isabella49@example.org,1098.75
7284,Sheila Myers,coreykeller@example.net,3648.93
49749,Jamie Martin,sotokaitlin@example.com,5155.9
38065,Steven Lee,ellen65@example.com,4725.36
36142,Julie Howe,zfoley@example.org,4583.48
22639,Brent Fernandez,kathryn32@example.org,5322.51
10689,Patrick Wolfe,jenny47@example.org,3001.24
19789,Meagan Jones,zwarner@example.com,4070.18
4303,Holly Leblanc,xarnold@example.com,419.02
43682,Kelli Smith,odavis@example.com,9233.49
5901,Thomas Rice,chelsearoberts@example.com,889.34
45486,Jay Smith,cphillips@example.net,351.15
38544,Daniel Hunter,scruz@example.com,3181.04
12750,Justin Gonzalez,davidarnold@example.com,5404.88
43166,Bruce Stewart,hollandgeorge@example.net,3733.02
5883,Jill Lawrence,katherine35@example.com,3234.52
33623,Keith Byrd,joshuatownsend@example.com,8127.62
19925,Michele Murray,tjones@example.net,456.32
13805,Kathryn Fuentes,mclaughlindonald@example.com,9757.3
18916,Bryan Ramirez,benjamin44@example.com,7072.67
8270,Elizabeth Morales,james76@example.net,6094.17
50625,Jonathan Baldwin,andersonashley@example.com,2906.99
22101,Nicholas Diaz,deankim@example.net,8901.23
33191,Joel Henry,dalereid@example.org,1964.53
6433,Danny Mcdonald,christophertaylor@example.org,4208.58
24010,Amy Lewis,vgomez@example.net,6038.98
43591,Scott Wise,jimmycruz@example.net,4818.02
41661,Valerie Payne,hernandezbradley@example.com,8323.21
25836,Mrs. Erika Wilkinson,megan86@example.org,7339.78
15597,Elizabeth Johnson,reginajohnson@example.net,1507.57
15093,Jessica Wagner,catherinesampson@example.com,2213.14
7050,Jessica Russell,laurapope@example.org,8251.92
31228,Shirley Nichols,kerrdavid@example.org,7812.66
20793,Kari Moore,weaverjoel@example.net,7056.89
35972,Caleb Vang,egarcia@example.net,870.91
46195,Christian Perkins,chase16@example.org,7850.22
35420,Kevin Morgan,carrie28@example.org,2855.95
14661,William Rodriguez,hblair@example.net,6896.17
44846,Tonya Lynn,lwallace@example.com,8277.16
7909,Debbie Medina,paulkaufman@example.net,7584.16
1867,Brenda Roberts,hkane@example.org,5774.28
50745,Susan Bowman,rodriguezdanielle@example.com,9486.08
1853,George Ward,joseph69@example.net,3243.12
6626,Brandy Anderson,nicolelambert@example.net,9918.21
11533,Gabriel Berg,nielsendiana@example.org,7581.36
5043,Tamara Alvarez,wilsonmatthew@example.net,1706.0
22748,James Underwood,xcrawford@example.com,8237.61
37241,Diane Knight,robertasparks@example.com,990.38
13272,David Ellison,hturner@example.com,8144.1
23668,Donald Smith,hicksamanda@example.net,9032.05
31851,Renee Edwards,ashleycook@example.org,9149.73
37410,Stephanie Howard,aguilarwilliam@example.net,1455.61
27708,Mariah Lopez,emily18@example.org,4802.03
11183,Michael Berry,lucerodonald@example.net,4238.75
21856,Jason Phillips,ricardohayden@example.org,8803.78
9102,Mrs. Jordan Nielsen,jmorton@example.net,9413.14
26166,John Chandler,cbutler@example.net,2888.13
19681,Ebony Levine,rwang@example.com,1598.6
36439,Danielle Trevino,raytanner@example.org,8026.89
24798,Christopher Love,garciakathy@example.com,6974.66
48656,Jermaine Johnston,nbradley@example.com,166.34
10343,Andrew Thomas,kimberly58@example.net,8960.6
35002,Christopher Robinson,ojones@example.com,290.03
36998,Mariah Miller,hammonddanny@example.net,5208.37
43027,Dennis Stephens,kingalicia@example.org,5977.73
34922,Scott Kennedy,jonesjames@example.com,4117.37
42466,Kimberly Holder,jackiedominguez@example.com,9453.13
26537,Manuel Carter,zimmermanchristina@example.org,8998.5
43870,Caitlin Ross,ianyoung@example.net,3064.86
31106,Katrina Riggs,wagnererica@example.com,4179.02
35226,Devin Fuentes,johnayala@example.org,4619.53
11665,Rachel Johnson,joshua53@example.com,8582.48
9665,Jasmine Cole,matthewfleming@example.net,2985.04
6288,Ian Hardin,jeffrey04@example.net,2082.23
22728,April Rivera,kirstenbrown@example.org,4352.5
27779,Diana Walters,dana90@example.net,1314.58
36428,Michael Huffman,karenhampton@example.net,8308.49
7054,Robert Peck,theodorewong@example.org,9836.01
28811,Michelle Smith,bryantmark@example.org,7556.44
27610,Eric Miller,davidvillarreal@example.org,181.55
6981,Ellen Clark,nicoleharris@example.org,5885.98
48219,Lee Davis,camposjodi@example.com,1519.52
10426,Cindy Norris,bbyrd@example.com,9719.44
11163,Kayla Sullivan,jasonmurphy@example.com,6018.14
16756,George Williams,asmith@example.org,4238.82
11062,Heidi Tyler,cynthia40@example.org,3069.93
35672,Rachel Rodriguez,todd20@example.com,3398.06
34641,Adam Gould,daughertywilliam@example.net,843.57
28651,Joseph Romero,carla61@example.com,6652.56
13240,David Martin,ashley33@example.org,2005.56
14369,Larry Cardenas,umcclure@example.net,7174.81
1500,Mackenzie Gonzales,lopezashley@example.com,92.17
31289,Mallory Brown,boylebryan@example.org,45.76
8800,Darryl Williamson,uclayton@example.com,9958.7
39968,Jennifer White,stephaniechurch@example.org,3510.46
20468,Alexis Chapman,levans@example.net,1443.88
41779,Timothy Hatfield,mitchelllisa@example.org,951.92
11984,Alexandra Hall,allisonhenderson@example.com,3037.19
38257,Laura Soto,justin84@example.net,5777.08
8103,George Harris,arielfoster@example.com,3222.65
24348,Amber Jackson,baileyzachary@example.net,766.49
26533,Robin Herman,vanessa26@example.com,1501.28
10864,Jenna Howard,erin63@example.org,8728.1
9555,Christine Avery,angela28@example.com,8607.98
17818,Jason Johns,gmeyer@example.org,7645.03
46170,Matthew Wilson,coreyrivas@example.net,3461.64
31028,Cody Cox,christopher68@example.org,7356.72
9454,Douglas Miller,eduardocook@example.org,4040.67
33563,Steven Davenport,terrycole@example.net,6191.55
23639,Kelly Martinez,murphycharles@example.org,9127.24
9621,Marie Mejia,mitchell24@example.org,6150.1
7733,Tanya Evans,karen22@example.com,1202.79
38632,Brett Wood,michaeljones@example.com,4728.49
21156,Adam Huber,jamestimothy@example.org,3228.71
44886,Martha Stewart,millerkevin@example.org,1706.99
36228,Tracy Nichols,zthornton@example.net,6210.03
50334,Molly Bolton,maria29@example.com,7306.43
3753,Laura Flowers,stokesgregory@example.com,6747.42
48517,Sheila Butler,samanthapayne@example.net,8100.32
22114,Karen Weaver,johnwilliams@example.com,6037.05
8764,Susan Cooper,anthony42@example.org,5567.1
44219,Cheyenne Garcia,sampsonsuzanne@example.com,5537.27
16521,Joseph Smith,stevenschristina@example.net,6987.2
20526,Natasha Huerta,deanna17@example.com,3694.64
12161,Jonathan Rivera,cruzcristina@example.net,3802.38
43832,Kathryn Smith,grossemily@example.com,5034.97
35218,Megan Ortiz,briggsstephen@example.com,3765.47
40135,Tina Fields,alvarezjeremy@example.net,6124.09
29405,Steven Serrano,cedwards@example.org,6990.02
17094,Ellen Johnson,robert59@example.org,8162.96
8166,Clarence Coleman,cindy85@example.com,7218.91
38987,Mrs. Jo Murphy,david09@example.net,8407.04
27069,Daniel Howard,adrienne51@example.com,4904.18
35274,Michael Mathis,brandi45@example.com,30.92
48712,Richard Perez,alexandra78@example.org,3677.8
40299,Courtney Mitchell DDS,hernandezashley@example.com,7933.3
34142,Erin Johnson,hernandezkyle@example.com,2567.59
28363,James Phelps,cookkimberly@example.com,1862.12
47048,Melanie Mcgee,blairjohn@example.com,7957.75
3164,Ashley Fitzpatrick,danielmonica@example.org,512.09
39328,Samuel Hill,fisherchristina@example.org,3321.1
2670,Margaret Fischer,egraham@example.net,2683.6
20577,Joseph Solomon,mckenziewoods@example.com,1212.68
10160,Gina Diaz,whitepamela@example.net,9830.0
38492,Crystal Callahan,rasmussendevon@example.com,7501.65
1572,Nicholas Evans,jose55@example.net,6736.52
10217,Gabrielle Zhang,daniel30@example.com,1229.48
44722,Karen French,luis60@example.org,4784.19
24505,Shawn Davis,shannonhenry@example.com,8175.03
15986,Thomas Green,andrealong@example.com,6249.77
7401,Andrea Lang,longjames@example.net,8536.25
36781,James Young,wrighteric@example.net,2070.26
12142,Russell Bell,webbkenneth@example.com,3834.7
45813,Barry Myers,blakejohnson@example.net,9518.9
15026,Thomas Campos,douglasmichael@example.com,3597.29
26257,Christina Harris,annette08@example.org,5909.47
39282,Michelle Black,sherrypeterson@example.org,2799.24
8176,Nicole Chapman,williamsmichael@example.com,2108.41
42049,Yvette Wong,danielgarrett@example.net,7239.27
48980,Mark Johnson,lfoster@example.org,6191.48
30666,Audrey Burnett,omiles@example.com,7480.0
26586,Gloria Robinson,joseph77@example.com,3464.2
43415,Molly Jones,hgarcia@example.org,8176.47
1816,Sean Kirk,courtneyreed@example.org,6759.95
13110,Ann Valenzuela,berrypaul@example.com,8238.91
43036,Bradley Hammond,ericthomas@example.com,1274.84
17888,William Smith,flynnmichael@example.com,2424.88
28240,Alicia Jones,benjamin76@example.org,7933.5
49256,Renee Wagner,eguzman@example.org,4172.42
1990,Paul Stein,leefreeman@example.org,8391.21
33247,Amanda Gallegos,ncrosby@example.org,7662.22
48641,Robert Hopkins,vegatroy@example.com,184.16
44476,Chad Lewis,destinyoliver@example.net,8529.84
3346,Stephanie Wells,melissa65@example.net,854.09
28373,Gregory Brown,joseph59@example.net,6463.33
10165,Julie Henderson,cassandra49@example.net,691.41
26546,Patricia Smith,wattsalexandra@example.org,8956.02
39640,Tara Johnson,nsmith@example.org,5278.64
11814,Brent Davis,matthew98@example.net,6519.09
23155,Shane Jackson,adamsjean@example.org,1817.93
27762,Jonathan Johnson,nelsontracy@example.org,6336.29
6692,Natalie Oconnor,christopher74@example.com,9617.51
44978,Jordan Kim,brian02@example.net,1796.19
42759,Randall Hayes,williamreed@example.com,999.98
47541,Natalie Tanner,racheljackson@example.org,3410.16
25726,Thomas Murphy,alyssa89@example.org,8995.09
21970,Candice Howard,steven49@example.org,9689.97
12423,Alexis Rodriguez,gina96@example.net,3757.45
23885,Zachary Casey,gvilla@example.com,709.31
6579,Marcia Wright,lucaselizabeth@example.org,7468.4
47173,Mrs. Deborah Williams,elijahbell@example.com,7798.77
36305,Monica Mcdaniel,leonard21@example.com,2891.57
5566,Carol Friedman,sparkslauren@example.com,9332.38
7202,Peter Petersen,fmoore@example.com,9538.87
36178,Lance Morrison,jennifer43@example.net,2353.58
26018,John Bates,dpatterson@example.com,9483.07
50590,Raymond Ray,tdiaz@example.net,3127.25
35669,Dr. Katherine Nicholson,bryan10@example.com,6147.55
43698,Jesse Martinez,maldonadojamie@example.org,5007.1
25267,Amanda Murphy,garciasarah@example.net,2177.93
24468,Paul Moody,susan72@example.com,2459.97
48143,Jesus Glass,rebeccablackwell@example.net,8233.97
3237,Sarah Lynch,gomezrobert@example.com,5229.0
35221,Michelle Hamilton,lance13@example.org,3098.33
3193,Linda Peters,kellyvaldez@example.org,6899.92
10093,Savannah Snyder,troybrewer@example.net,1803.77
26274,Raymond Walsh,jmanning@example.net,890.85
