supplierId,supplierName,supplierEmail,supplierSharePrice
10849,Jeffrey Anderson,dawnwang@example.net,3546.44
15945,Jim Chaney,lawsontaylor@example.net,2287.45
39187,Stacey Hayes,graveskimberly@example.org,8723.58
41766,Scott Johnson,norman80@example.com,1088.64
39872,Michaela Murphy,edwardgomez@example.com,3893.36
14222,Emily Aguilar,camerondennis@example.net,4409.82
24677,Lisa Soto,charlesclarke@example.net,531.93
37945,Kimberly Clark,john07@example.org,833.84
35713,Kelly Norman,ashley77@example.com,7552.67
33790,Matthew Klein PhD,kimberly34@example.net,6898.96
7272,John Daniels,michaelsalazar@example.net,2453.48
24717,James Harrington,ramirezzachary@example.com,2361.14
48686,Jonathan Burnett,vincent58@example.net,8716.75
19540,Jessica Miles,willisalec@example.org,7753.35
41772,Julie Ramirez,catherineryan@example.net,268.23
38384,Darrell Whitaker,cowens@example.net,6694.57
23694,Carolyn Scott,kentford@example.org,6152.64
32292,James Harper,ksmith@example.org,795.86
28735,Michelle Williams,xhamilton@example.net,7844.41
10699,Anthony Garcia,cynthiaalexander@example.org,3135.42
48330,Patrick Strickland,pgonzalez@example.org,6901.68
11153,Michele Adams,jacobcampbell@example.org,7860.99
31831,Jeffrey Gutierrez,brittneykelly@example.org,3798.12
28989,Shannon Cox,richard53@example.org,5687.53
36002,Andrew Martin,wday@example.com,2855.38
38242,Thomas Thomas,alexander13@example.net,863.16
23933,Cassidy Ware,rowejoshua@example.net,1401.18
34739,Annette Villarreal,brittany95@example.net,5963.35
40458,Julia Short,perrylisa@example.org,5974.67
13427,Samantha Ramos,gabrieljohns@example.org,1795.87
13853,Stephanie Gutierrez,kwilliams@example.org,5605.44
41482,Michael Wade,michael31@example.com,7698.15
35419,Haley Martinez,vsmith@example.com,3367.75
3464,Sierra Thompson,cruzfrank@example.com,5697.55
18898,Natalie Stone,etyler@example.net,9353.21
8449,Keith Crawford DVM,karen95@example.com,1545.24
10667,Brandon Morales,mark71@example.net,5648.46
21953,Amanda Ray,phillipsgary@example.com,8420.22
4773,John Yang,bryandavis@example.net,8463.71
48448,Donald Foster,karen40@example.org,570.5
39625,Joseph Smith,debraherrera@example.net,4344.29
5754,Riley Mcbride DDS,danny37@example.com,1019.25
11426,Matthew Houston,hansenbrenda@example.org,2681.63
37257,Karen Sullivan,mark85@example.com,2122.61
46253,Jaime Frye,renee27@example.com,3624.52
47719,Mikayla Walls,rvaldez@example.net,7202.18
26413,Angela Vaughn,scottsteele@example.org,6129.94
21701,Edward Yu,polson@example.org,5901.53
30027,Bobby Franco,roy45@example.net,4643.13
26618,James Moore,michaelpope@example.net,1437.74
26444,Dr. Kaitlin Miller,lreyes@example.com,3385.99
5120,Nathan Roth,rubenschultz@example.com,3657.19
