supplierId,supplierName,supplierEmail,supplierSharePrice
38944,Felicia Vasquez,karen42@example.net,3039.29
11421,Kiara Callahan,jameslawrence@example.org,1777.13
19019,Michael Byrd,gclay@example.org,5338.8
5224,Carol Strong,elarson@example.com,5750.04
49146,Heather Patterson,pamela89@example.net,2468.85
6193,Ronald Webb,kingluis@example.com,7948.58
20697,Melissa Delgado,haastommy@example.net,1888.12
27136,Tara Robinson,cvelez@example.com,1330.09
28018,Phillip Morse,alexisroberts@example.org,5083.08
19396,Lauren Anderson,smithkristine@example.net,2803.13
47065,Jacqueline Woodard,salinasmaria@example.org,9628.06
17374,Amy Moore,evanssarah@example.com,9931.61
31141,Jennifer Miller,dukejohn@example.net,1900.73
14069,Douglas Trujillo,woliver@example.org,8480.19
2605,Jamie Padilla,tyler13@example.net,9287.89
5679,John Boyd,brownrobert@example.com,5123.24
44767,Angela Allen,perezlevi@example.net,1217.07
31319,Jay Boyd,dcampbell@example.org,6349.45
47117,Richard Grimes,hmcconnell@example.org,556.93
36790,Kevin White,robin21@example.com,5606.25
35440,Jacob Gibbs,jasmin68@example.net,1362.44
1858,Kimberly Herrera,romeromatthew@example.org,4843.52
40084,Jessica Conway,imclean@example.com,7665.86
11370,James York,rjones@example.com,1509.0
37452,Jamie Sanchez,william53@example.com,5036.24
4634,Michael Aguirre,pamelajones@example.org,2286.29
12560,Theresa Rice,williamsonelizabeth@example.net,3005.06
36104,Daniel Sanchez DVM,heather88@example.net,1752.52
15340,Jessica Robertson,annelopez@example.org,9384.36
36929,Tony Lamb,bowmanjacob@example.com,8655.78
18822,Frank Diaz,tonyalopez@example.org,9407.69
25567,Catherine Stewart,carla63@example.net,817.37
9168,Julie Prince,foxcheryl@example.org,8910.34
2974,Scott Lewis,joel62@example.net,4836.71
15907,Thomas Miranda,kellyjohn@example.com,4177.11
22267,Kim Daniels,dpruitt@example.net,5012.66
35675,Teresa Hill,aprildorsey@example.net,2254.3
22550,Jason Brown,andrewscorey@example.org,8830.31
28874,Carlos Ford,jonesheather@example.com,1966.03
40447,Patricia Barnes,theresamarsh@example.net,2536.66
40102,Erin Guzman,carol52@example.net,8047.38
37708,Breanna Salazar,williamskelly@example.com,6166.86
49264,Kyle Contreras,todd99@example.net,2330.09
2341,Nicholas Brown,donna86@example.com,8986.96
35707,Kelly Willis,sarah58@example.com,9061.6
13728,Katherine Hall,benjamin58@example.net,4775.16
36313,Devin Hill PhD,esmith@example.net,8958.73
41351,Victoria Richard,rwhite@example.com,5843.75
50675,Mr. Christopher Holmes,kelli05@example.net,8510.6
50143,Heidi Johnson,davidhuang@example.net,5217.24
32790,Elijah Cooper,randy35@example.net,1635.59
24166,Allen Fowler,robertodouglas@example.com,6680.0
17631,Calvin Johnson,whansen@example.com,7373.54
37453,Tonya Shaw,zhuff@example.org,4867.83
7175,Clinton Richardson,johnsonjames@example.com,8658.95
45850,Michelle Richardson,skim@example.org,455.59
26126,Heather Landry,bsilva@example.com,3302.92
36009,Steve Brown,xfernandez@example.org,3035.56
2145,Jeremy Aguilar,hannah33@example.com,3064.32
32413,Anthony Henry,willie95@example.org,7688.39
28824,Brent Brown,leblancadam@example.org,7987.48
31558,Jeremy Wilson,jasmine31@example.net,8990.73
12908,Cindy Wood,luis72@example.com,8048.19
44460,William Adkins,michelesharp@example.com,9621.3
5196,Danielle Walker,rrogers@example.org,5667.64
26012,Susan Guerrero DVM,phorton@example.com,6855.75
28205,Jason Cline,oallen@example.org,2980.69
44103,Tracy Braun,christopherlopez@example.org,6526.46
46194,Eric Johnson,sierra95@example.org,3706.8
18859,Michelle Shaw,denisehayes@example.com,1680.11
35818,Bryan Brown,christina38@example.com,4348.19
39300,Mario Miller,kwu@example.org,5600.64
16187,Chad Harris,gary39@example.com,3999.67
25576,Nicole Thompson,amandacrane@example.org,8453.75
36296,Ernest Anderson,martinezjill@example.com,1622.35
42404,Larry Le,tina80@example.net,3411.84
20851,Lisa Downs,morrisonjulie@example.net,4967.46
33915,Walter Turner,xchaney@example.net,7730.27
17842,Jennifer Watson,lindsay03@example.org,2964.0
42607,Jared Griffin,pgarza@example.net,8496.49
44206,Dwayne Moore,mariamiller@example.com,8284.24
4910,John Hayes,emilyjames@example.com,9327.84
19828,Robert Schroeder,austingreen@example.org,6175.15
42234,Jesse Miles,matthewholloway@example.net,7056.02
6697,Ronald Parker,april21@example.net,4316.57
33237,Jacob Miller,qanderson@example.net,2557.37
38332,Christopher Ewing,zvasquez@example.com,210.7
2814,Cheryl Moyer,bryan21@example.org,4028.25
16337,Gina Norton,wsmith@example.com,2044.71
24941,Taylor Rodriguez,bryan64@example.com,9410.64
2305,Kerri Anderson,richardjohnson@example.com,9766.94
4318,Teresa Burnett,danieljoseph@example.com,6864.01
33078,Sherri Henderson,davidhopkins@example.net,950.47
40185,Catherine Smith MD,joseph37@example.com,1192.5
30238,Cindy Flores,lchambers@example.org,4847.01
47047,Kenneth Mathews,christian59@example.net,3285.5
20360,Monica Merritt,glenn29@example.com,8916.9
13050,Mr. Michael Wise,mcmillanjohn@example.net,8755.7
43251,Taylor Nelson,hdouglas@example.com,3399.9
49529,Timothy Walker,bridget25@example.com,8007.03
19835,Jacqueline Carpenter,biancaknight@example.net,805.47
27750,Ruth Fuller DDS,collierrobert@example.com,1080.97
6552,Catherine Cross,john25@example.net,7416.37
3480,Matthew Spencer,narmstrong@example.org,5089.31
35068,Melissa Thompson,egross@example.net,9458.13
46859,Chelsey Jackson,allisonnichols@example.org,346.72
29175,Sierra Alvarez,ashley01@example.com,9557.59
26689,Rebecca Mcknight,stacey27@example.org,2696.0
21773,Sonia White,sanderskatherine@example.org,3603.29
27065,Cheryl Newton,ann26@example.org,1129.3
12941,Mary Alexander,destrada@example.net,8872.79
50109,Jill May,williamgibson@example.org,9419.23
28083,Tina Atkins,smithrachel@example.org,4245.98
18918,Sean Cooper,richardsonsara@example.org,1557.05
