supplierId,supplierName,supplierEmail,supplierSharePrice
26505,Kyle Fowler,zvillarreal@example.com,1421.27
31603,Michael Allen,brian85@example.org,9978.76
5389,Karen Johnson,yholmes@example.com,3946.43
18760,Pamela Grimes,tpadilla@example.com,2255.95
31429,Johnny Griffin,xfoster@example.com,6904.03
28086,Trevor Walker,johnsonchristian@example.net,6511.92
31920,Marcia Moore,michelleconner@example.com,502.0
44995,Timothy Nguyen,petermeadows@example.net,3548.52
31243,Zachary Wilson,jessicaadams@example.org,3598.64
28991,Scott Cross,rachelmendoza@example.net,2528.48
29153,Cynthia Hayes,amycollins@example.com,6634.72
23039,Mrs. Tiffany Hayden,owilliams@example.net,6450.63
49626,Mary Johnson,ehawkins@example.net,7311.09
19370,Kenneth Carter,clairemontoya@example.net,4549.33
36032,Ryan Strickland,andrew90@example.net,3636.66
33571,Ashley Middleton,nicholsstephanie@example.org,2641.16
37532,Laura Ortiz,jacob07@example.net,511.1
39382,Michael Heath,brittany85@example.com,9089.78
45020,Jacqueline Sexton,gjuarez@example.com,8939.47
22919,Robert Valencia,alexis24@example.com,8221.59
43405,Kara Manning,michelle03@example.net,4864.78
41989,Mr. Anthony Holmes,tiffany46@example.com,5049.96
38959,Gabriella Brown,sarah50@example.org,6539.16
2749,Luis Cohen,kelsey09@example.com,5005.48
46007,Lucas Bentley,theresa11@example.org,9364.52
41660,Kristin Bush,amandasalas@example.com,9222.91
26882,George Stevens,daniellerichards@example.org,2842.87
50208,Linda Potts,donnacampbell@example.org,7464.08
47295,Derek Johnson,nicole97@example.net,8819.95
5752,Elizabeth Hobbs,qcrane@example.org,378.04
23165,Pamela Delacruz,mitchell90@example.com,6805.85
18015,Steven Martinez,gonzalezaimee@example.org,1299.9
39513,Sandra Horn,elaine13@example.com,8284.5
33130,Andrew Holt,hutchinsonrobert@example.org,8094.33
2383,Lori Hart,daniel17@example.net,8709.19
36755,Mary Lopez,jwatts@example.net,6971.49
9569,John Mayo,hernandezdaniel@example.com,9887.72
4429,Jessica Moore,sabrinaliu@example.com,9006.2
27338,Mr. Rodney Wallace DDS,robertmanning@example.net,5581.1
36563,Taylor Dunn,kimberly85@example.net,1030.9
33434,Tanya Marshall,george40@example.org,4901.56
46072,Patricia Hunter,heatherwright@example.net,9278.77
36281,Connor Scott,rhunt@example.net,9448.66
37840,Eric Mueller,herringriley@example.org,8495.47
50883,Linda Elliott,clarkerobert@example.com,4622.55
36212,Danielle Gray,annallen@example.com,455.79
12854,William Chung,anthonyharrison@example.com,7660.19
27642,Jamie Daniel,markthompson@example.com,7712.58
38580,Ryan Mejia,jennifer87@example.org,8152.33
5569,Steven Walter,sfrank@example.org,2733.68
8488,David Neal,david73@example.com,7407.83
18948,Rachel Wallace,tdillon@example.net,3639.97
36401,Elizabeth Jensen,deleonrebecca@example.net,9498.42
13973,Michelle Scott,tara03@example.org,7552.69
7960,Richard Bennett,matthew42@example.com,3780.16
15236,Jennifer Ford,andrewanderson@example.net,6138.31
5567,Keith Harper,john65@example.com,2519.72
21476,Matthew Gomez,tyler00@example.org,9113.51
38135,Debra Hobbs,ybarnes@example.com,6753.65
