supplierId,supplierName,supplierEmail,supplierSharePrice
11484,Tracey Richardson,ogomez@example.com,3309.1
36107,Darryl Oliver,gdickerson@example.org,8378.04
36035,Gabriel Buchanan,rstafford@example.net,2466.24
24128,Mr. Joshua Rose,hansondaniel@example.org,9242.86
49473,Brandi Duffy,ogreene@example.com,7116.56
16925,Juan Coleman,shaunharrison@example.com,6331.17
8432,Gary Spencer,alex85@example.com,8953.73
24623,Julie Chan,shellygarcia@example.org,3317.9
14217,Kristin Holland,ngardner@example.org,2473.14
6132,Steven Flores,joshuafoster@example.com,6050.54
12468,Samantha Fisher,candacemiller@example.com,6091.08
50301,Daniel Baker,thomas96@example.com,347.57
34153,Leah White,kpowell@example.com,5057.36
12954,David Clements,swalls@example.com,5205.84
7730,Justin Finley,paul79@example.net,4593.25
1556,Dalton Robertson,gmontoya@example.com,5727.98
32855,Deborah Ballard,virginia58@example.org,7826.69
36103,Robert French,brenda92@example.net,4051.3
22718,Cassandra Reed,joshua09@example.org,8737.14
46452,Danielle Griffin,fnavarro@example.org,1318.58
24971,Heather Rios,jacobsalexis@example.com,6905.61
28341,Megan Whitney,awong@example.org,482.96
26592,Whitney Jacobson,tclark@example.net,9480.54
14205,Andrew Nelson DDS,michael67@example.org,2698.68
4193,Linda Frazier,tlandry@example.net,9352.1
8770,Sarah Johnson,ortegaaaron@example.net,9770.77
17026,Sara Ferguson,vross@example.com,3606.26
47448,Robert Miller,zjones@example.org,2321.29
10319,Mariah Williams,otaylor@example.com,7175.93
6364,Angela Evans,nlewis@example.net,3622.74
21968,Tamara Simpson,yrandall@example.com,850.12
14432,Joseph Brown,susanbush@example.com,4710.35
31581,Rebecca Salazar,ethan88@example.net,5075.28
5113,Matthew Mack,shawnallen@example.org,6272.07
12347,Elizabeth Bryant,xhill@example.org,7196.65
7272,Rebecca Wiggins,qmcdonald@example.net,654.72
39817,Michael Walter,jasonguzman@example.net,2528.17
41140,Mark Rojas,carlamoran@example.org,2200.64
18586,Mary White,phughes@example.com,9515.72
