supplierId,supplierName,supplierEmail,supplierSharePrice
49908,Megan Young,jenkinschristopher@example.org,6359.48
14396,Cameron Adams,vkeith@example.org,1041.12
13518,Dana Moss,michael33@example.com,5591.12
40892,Michelle Carpenter,shansen@example.com,2652.11
44026,Brenda Lee,nancysanchez@example.org,7803.97
14568,Paul Roberts,ronaldstone@example.net,5231.35
12185,Hayley Edwards,kellygutierrez@example.org,5941.83
31029,Christopher Castillo,taylorbradley@example.org,1083.03
5256,Mrs. Amanda Dudley,valeriestone@example.net,9045.38
34876,Jessica Rush,theresa87@example.org,9562.48
23962,Kimberly Anderson,james97@example.net,9957.51
22642,Willie Ross,kreyes@example.net,4036.61
44399,Cynthia Page,janetmcintyre@example.org,3117.41
29816,Pamela Gilbert,davidbailey@example.net,3631.43
8686,Angela Barnes,sevans@example.net,9999.45
42949,Brian Douglas,egoodman@example.com,7271.5
25050,Mr. Gregory Salazar DVM,mitchellkathy@example.com,6186.06
36340,Michael Howard,stonewilliam@example.net,7960.77
26749,Corey Ross,jamieatkinson@example.org,3221.82
14107,Taylor Hamilton,jeffreymccormick@example.org,9514.88
9252,Danielle Salazar,kmurphy@example.org,2451.11
17622,Lisa Clark,christineduncan@example.net,2270.64
37000,Amanda Jordan,xhunter@example.net,9760.79
23112,Patrick Russo,rjohnson@example.org,605.51
34079,Elizabeth Roth,valenzuelajanice@example.org,840.14
45930,Elizabeth Kidd,ffranklin@example.org,9617.13
4016,Brandon Pruitt,trevorodom@example.org,1912.03
6148,Jennifer Porter,brandonmayo@example.com,1229.35
3399,Andrea Davis,chelsea79@example.org,7860.45
48713,Lisa Davis,fred61@example.com,3936.24
44619,Brianna King,julieperez@example.org,9531.76
41885,Phillip Sullivan,kmoore@example.com,2088.65
19230,Harold Johnson,lewiskristen@example.net,3202.58
41854,Mariah Brown,oespinoza@example.com,7365.89
30654,Malik Palmer,jgibson@example.net,8174.55
26652,Brittany Martin,nathaniel26@example.net,5912.19
31487,Shelly Burnett,elliottjesse@example.org,6641.8
45421,Christopher Mills,mwells@example.com,4604.01
10024,Kelly Mccarthy,chelsea09@example.com,736.15
20750,Jennifer Castillo,ronald73@example.com,7526.39
